제목,줄거리,줄거리_번역여부,최초방영일,작품유형,포스터,장르,networks,에피소드수,평점,인기도,주연배우,match_similarity
리멤버 - 아들의 전쟁,"절대기억력을 가진 변호사의 이야기 ‘과잉기억증후군(Hyperthymetic syndrome)’을 앓고 있어 너무 많은 것을 기억해야 했던 아이. 남들이 보기엔 놀라운 기억천재였지만 정작 진우는 당시의 기쁨, 슬픔, 고통 같은 감정들을 일반인보다 몇 배 더 선명하고 강렬하게 기억하기 때문에 의사는 그의 능력을 ‘장애’라고 했다. 낙천적이며 긍정적인 진우가 자신의 장애를 딛고 천재변호사로 승승장구하기 시작할 때, 인생은 또다시 가혹한 운명의 질문을 던지는데... 사형수 아버지를 구해야 한다. 진우의 아버지가 사회고위층의 음모로 억울한 누명을 쓴 채, 전 국민적 사건인 ‘서촌 여대생 살인사건’의 용의자로 지목되고 사형을 선고받는다. 아버지의 무죄를 밝혀라",TRUE,2015-12-09,Miniseries,https://image.tmdb.org/t/p/w500/8s0RVSMScIRaC238PVfvgtj7AbW.jpg,드라마|미스터리,SBS,20,7.1,4.7276,유승호|박민영|박성웅|남궁민|정혜성,1
리버스,재벌가 별장 폭발 사고에 휘말려 기억을 잃은 묘진(서지혜)이 의문스러운 약혼자 준호(고수)의 비밀과 사고에 대한 진실을 알기 위해 기억을 되찾아가며 벌어지는 미스터리 복수 스릴러,TRUE,2026-04-17,Miniseries,https://image.tmdb.org/t/p/w500/uar9sUb06mDvBGremUnAqTpiUwy.jpg,미스터리|드라마,wavve,8,5.7,5.5314,서지혜|고수|김재경|구성환|심형탁,1
리얼타임러브,10년 간의 절친한 친구 생활을 거쳐 어느덧 솔직하고 당당한 커플이 된 지 6개월이 지났습니다. 그런데 실수로 비밀 연애가 시작됐다고? 열아홉 청춘들의 진짜 사랑을 그린 웹시트콤.,TRUE,2020-08-25,Scripted,https://image.tmdb.org/t/p/w500/hCmth2tEWnFWyvsJ2YxJD1YOq3c.jpg,드라마,NAVER TV|V LIVE|Tencent Video,15,6.3,3.3042,박시영|최현욱|이은수,1
리치맨,"2018년 5월 9일부터 드라맥스와 MBN에서 동시 방송하는 수목 드라마. 2012년 일본 후지TV에서 방송된 인기 드라마 《리치 맨, 푸어 우먼》을 리메이크한 작품으로 안면인식장애로 사랑하는 여자의 얼굴을 못 알아보는 안하무인 천재 사업가와 알파고 기억력을 지닌 취준생의 로맨스를 그린 드라마",TRUE,2018-05-09,Scripted,https://image.tmdb.org/t/p/w500/5GzvFodSfcWh8CLzjKMwdrWVkc4.jpg,코미디,MBN,16,6.5,3.7299,수호|하연수|오창석|박성훈|김예원,1
리턴,"도로 위 의문의 시신! 살인 용의자로 떠오른 4명의 상류층, TV 리턴쇼 진행자 최자혜 변호사가 촉법소년 출신 독고영 형사와 함께 살인 사건의 진실을 파헤쳐 나가는 사회파 스릴러",TRUE,2018-01-17,Scripted,https://image.tmdb.org/t/p/w500/M15iqZae4suBMfdhuktXAze8CO.jpg,미스터리|드라마,SBS,34,4.6,3.729,박진희|고현정|이진욱|신성록|봉태규,1
"링크: 먹고 사랑하라, 죽이게","18년 만에 다시 시작된 링크, 한 남자가 낯선 여자의 온갖 감정을 느끼며 벌어지는 감정공유 판타지 로맨스",TRUE,2022-06-06,Scripted,https://image.tmdb.org/t/p/w500/9r7CSAFM9kVnkF4qw2uby03JHDC.jpg,드라마|미스터리,tvN,16,7.7,7.8576,여진구|문가영|예수정|김지영|이석형,1
마녀,어릴 적부터 다가오는 남자 마다 사고가 발생하는 불운의 여자. 동창생 주인공은 모두 우연이라 생각하지만 '마녀'라 불리는 그녀에게 다가갈수록 자신도 점점 위험에 빠진다!,TRUE,2025-02-15,Scripted,https://image.tmdb.org/t/p/w500/jZLgUrza3zAuA51dOHtZGi9affx.jpg,드라마|미스터리,Channel A,10,7.6,6.2098,진영|노정의|이현소|박수오|임재혁,1
마녀식당으로 오세요,"대가가 담긴 소원을 파는 마녀식당에서 마녀 희라와 동업자 진, 알바 길용이 사연 가득한 손님들과 만들어가는 소울 충전 잔혹 판타지",TRUE,2021-07-16,Miniseries,https://image.tmdb.org/t/p/w500/jTGLM3RLXuDy99rgJMwLyMLVRqT.jpg,드라마|미스터리|Sci-Fi & Fantasy,TVING,8,7.6,3.429,송지효|남지현|채종협|하도권|소희정,1
마녀의 법정,속물 여검사가 성범죄 특별 전담부 검사로 발령되면서 벌어지는 이야기를 다룬 수사법정물,TRUE,2017-10-09,Scripted,https://image.tmdb.org/t/p/w500/axpPknSvP4iWqIs2CovlQOWMrBN.jpg,범죄|드라마,KBS2,16,7.864,2.9831,정려원|윤현민|전광렬|김민서|김여진,1
마녀의 연애,과거 결혼을 약속하고 갑자기 사라진 남자친구 때문에 마음을 열지 못하고 있는 여자가 멋대로 살고 있는 연하남과의 로맨스를 그린 드라마.,TRUE,2014-04-14,Scripted,https://image.tmdb.org/t/p/w500/9Eopz5pvQzUaDxGGBXgmzxiL66c.jpg,코미디|로맨스,tvN,16,7.7,3.0266,박서준|엄정화|정연주|양희경|라미란,1
마성의 기쁨,"뇌를 다쳐 자고 나면 어제 일이 기억나지 않는 남자. 하루아침에 국민 첫사랑에서 100만 안티 연예인으로 전락한 여자. 모든 게 바뀌어 버린 그 날 이후, 3년 만에 다시 만난 두 사람. 이건 운명의 장난일까, 신이 내린 선물일까.",TRUE,2018-09-05,Scripted,https://image.tmdb.org/t/p/w500/eU2iiR0iLqQTKykML3n2eL6YEIB.jpg,코미디|드라마|Sci-Fi & Fantasy,MBN|Dramax,16,7.9,3.0769,최진혁|송하윤|이호원|이주연|이수지,1
마스크걸,외모 콤플렉스를 가진 평범한 직장인 김모미. 밤마다 마스크로 얼굴을 가린 채 인터넷 방송 BJ로 활동하던 중 의도치 않은 사건에 휘말리게 되는 그녀의 파란만장한 일대기.,TRUE,2023-08-18,Miniseries,https://image.tmdb.org/t/p/w500/urnfhsTOFtLuW61GFKS3OXCDMZl.jpg,드라마|코미디|미스터리|범죄,Netflix,7,7.42,7.0236,고현정|나나|이한별|안재홍|염혜란,1
마에스트라,"전 세계 단 5%뿐인 여성 지휘자 마에스트라, 천재 혹은 전설이라 불리는 ‘차세음’이 자신의 비밀을 감춘 채 오케스트라를 둘러싼 사건의 진실을 찾아가는 미스터리 드라마",TRUE,2023-12-09,Scripted,https://image.tmdb.org/t/p/w500/heEKGrAj0H8bz2jHh3R4wzq7otG.jpg,드라마|미스터리,tvN,12,8,3.4523,이영애|이무생|김영재|황보름별|박호산,1
마우스,"자타 공인 바른 청년이자 동네 순경인 정바름과 어린 시절 살인마에게 부모를 잃고 복수를 향해 달려온 무법 형사 고무치가 사이코패스 중 상위 1퍼센트로 불리는 가장 악랄한 프레데터와 대치 끝, 운명이 송두리째 뒤바뀌는 모습을 그려낸 본격 인간 헌터 추적극",TRUE,2021-03-03,Scripted,https://image.tmdb.org/t/p/w500/lrWHBK1h4rrEnx5Ml8iDR1SwNux.jpg,범죄|미스터리,tvN,20,8.4,15.5594,이승기|이희준|박주현|권화운|경수진,1
마이 네임,아빠를 잃었다. 그것도 바로 눈앞에서. 남은 딸은 결심한다. 반드시 내 손으로 복수하겠노라고. 목표를 위해서라면 방법은 상관없다. 마약 조직의 언더커버가 되어 경찰에 잠입하는 것이라 해도.,TRUE,2021-10-15,Miniseries,https://image.tmdb.org/t/p/w500/ncAKKmr1sfFhQvn6LeGTY2QBge.jpg,범죄|드라마|미스터리,Netflix,8,8.207,10.0165,한소희|박희순|안보현|김상호|이학주,1
마이 시크릿 호텔,대한민국 최고의 호텔에서 새신랑과 예식 지배인으로 7년 만에 재회하게 된 전 부부 '상효'와 '해영'의 꼬일 대로 꼬인 웨딩작전과 전대미문의 살인사건을 그린 킬링 로맨스,TRUE,2014-08-18,Scripted,https://image.tmdb.org/t/p/w500/3Mn253zxNyjdEdbUQKWMxKZubLd.jpg,드라마|코미디|미스터리|로맨스,tvN,16,6.8,3.3157,유인나|진이한|남궁민|이영은|안길강,1
마이 온리 러브송,"오만 방자한 여배우 수정은 신작 드라마 촬영 현장이 자기 뜻대로 돌아가지 않자 멋대로 달아나버린다. 낡은 밴에 올라탄 그녀, 그것이 시간 여행의 시작일 줄이야.",TRUE,2017-07-01,Scripted,https://image.tmdb.org/t/p/w500/jYRuWdko1b4l84sjTyFYCxxy1JV.jpg,드라마,Netflix,20,8.1,2.6071,공승연|이종현|진예주|이재진|김정팔,1
마이 유스,"그저 소년과 소녀였던 선우해, 성제연이 15년 후 재회, 각자의 무대에서 고군분투하며 치열하게 살아가는 시간들에 대한 이야기",TRUE,2025-09-05,Scripted,https://image.tmdb.org/t/p/w500/aVPQuQGpVWoyFm9wklgMBzGeoBJ.jpg,드라마,JTBC,12,7.4,4.456,송중기|천우희|이주명|서지훈|진경,1
마이 프린세스,재벌기업의 유일한 후계자 박해영과 짠순이 여대생에서 하루아침에 공주가 된 이설의 좌충우돌 사랑이야기를 그린 로맨틱 코미디 드라마,TRUE,2011-01-05,Scripted,https://image.tmdb.org/t/p/w500/3fBdTgRpLcgjBq1uYagnA0CZwea.jpg,코미디|로맨스,MBC|Viki,16,7.3,3.7101,김태희|송승헌|박예진|류수영|이순재,1
마이걸,"재벌 2세 공찬은 위독하신 할아버지를 위해 여동생을 찾던 중 관광가이드 유린을 만난다. 공찬은 동생과 닮은 유린에게 동생인 척 연기를 해달라고 부탁하고, 돈이 급했던 유린은 이를 승낙하게 된다.",TRUE,2005-12-14,Scripted,https://image.tmdb.org/t/p/w500/gnvEEFRbBx8rKdF2uJjl9LCbpPm.jpg,코미디|드라마,SBS,16,7.7,5.1481,이다해|이동욱|이준기|박시연|황보라,1
마이데몬,냉혹한 악마와 차가운 상속녀. 둘이 우연한 만남으로 얽히면서 악마의 능력이 사라진다. 그런데 어쩌면 그 능력과 악마의 마음을 되살릴 열쇠가 상속녀에게 있을지 모른다.,TRUE,2023-11-24,Scripted,https://image.tmdb.org/t/p/w500/hHCFsQaVW7oeh0MfZTL2A4c5dRS.jpg,드라마|코미디,SBS,16,8.458,32.0179,김유정|송강|이상이|김해숙|조혜주,1
마인,세상의 편견에서 벗어나 진짜 나의 것을 찾아가는 강인한 여성들의 이야기,TRUE,2021-05-08,Scripted,https://image.tmdb.org/t/p/w500/or0DiqmxKp7lUj6VG1mrK6PYTKw.jpg,미스터리|드라마,tvN,16,7.553,6.1572,이보영|김서형|이현욱|옥자연|차학연,1
마지막 썸머,어릴 적부터 친구인 남녀가 판도라의 상자 속에 숨겨둔 첫사랑의 진실을 마주하게 되면서 펼쳐지는 리모델링 로맨스 드라마,TRUE,2025-11-01,Miniseries,https://image.tmdb.org/t/p/w500/i5iWLhlbTAyeXX9GOGPD3RUiydk.jpg,드라마|코미디,KBS2,12,7.1,5.1628,이재욱|최성은|김건우|권아름|안동구,1
매드독,천태만상 보험 범죄를 통해 대한민국의 현실을 신랄하게 드러낼 센세이셔널한 보험 범죄 조사극이다. 세상을 통쾌하게 뒤집을 대체불가의 다크히어로를 표방하는 보험 범죄 조사팀 '매드독'의 활약을 통해 답답한 현실에 시원한 카운터펀치를 날린다.,TRUE,2017-10-11,Scripted,https://image.tmdb.org/t/p/w500/8CSKC6UCRt7G1l9Y0aYgKBM6W0M.jpg,범죄|드라마,KBS2,16,7.045,4.8046,유지태|우도환|류화영|조재윤|김혜성,1
매리는 외박중,연애와 담쌓고 지내던 철벽녀 위매리가 우연히 데스메탈 그룹의 보컬 강무결과 연애를 시작하지만 모든 것이 완벽한 남자 정인이 둘 사이에 끼면서 발생하는 톡톡 튀고 발랄한 삼각관계를 그린 드라마다.,TRUE,2010-11-08,Scripted,https://image.tmdb.org/t/p/w500/wsYW1clMYkrdzQDUShZxrmQJJge.jpg,코미디|드라마,KBS2,16,7.071,3.3769,문근영|장근석|김재욱|김효진|김민규,1
맨 끝줄 소년,실패한 작가이자 국문학과 교수인 허문오. 강의실 맨 끝줄 소년 이강의 천재성을 발견하고 문학 수업을 제안한다. 하지만 이강이 쓴 예측 불가한 이야기에 빠져들면서 수업은 뜻밖의 방향으로 치닫는다.,TRUE,2026-06-26,Miniseries,https://image.tmdb.org/t/p/w500/xSSp3JHoZFxc69aeFtc9JTgVMeu.jpg,미스터리|드라마,Netflix,6,7.854,12.9134,최민식|최현욱|허준호|김윤진|진경,1
맨도롱 또똣,제주도에서 레스토랑 맨도롱 또똣을 꾸려 나가며 따뜻한 사이가 되어가는 이야기를 그린 드라마,TRUE,2015-05-13,Miniseries,https://image.tmdb.org/t/p/w500/wxUg98MY245kt4mpmsm7nCrGrPv.jpg,코미디|로맨스|드라마,MBC,16,6.4,3.1532,유연석|강소라|김성오|정진영|서이안,1
맨몸의 소방관,뜻하지 않게 누드모델이 된 소방관이 10년 전 방화 살인 사건의 범인으로 지목되면서 벌어지는 이야기,TRUE,2017-01-12,Scripted,https://image.tmdb.org/t/p/w500/6MOGfuEKeVWcYg3JEavZJFbTMwn.jpg,범죄|드라마|미스터리,KBS2,4,6.8,2.3354,이준혁|정인선|조희봉|서정연|이원종,1
맨투맨,"임무를 위해 보디가드로 위장한 비밀 요원 김설우. 국제적인 범죄에 맞서는 일도 벅찬데, 철없는 한류 스타 비위까지 맞춰야 한다니! 초특급 한류스타와 그의 경호원이 된 미스터리의 고스트 요원. 범죄와 악당들에 맞서는 진한 남자들의 이야기와 그 속에서 피어나는 묘한 삼각관계가 펼쳐진다.",TRUE,2017-04-21,Scripted,https://image.tmdb.org/t/p/w500/hnjHwKsDdEGa3b1df9Hm8HYFxKr.jpg,Action & Adventure|드라마,JTBC,16,7.309,3.7616,박성웅|장현성|정만식|이시언|박해진,1
맨홀,일주일 뒤에 예고되어 있는 결혼을 막기 위해 랜덤 타임슬립을 통해 과거와 현재를 오가는 과정을 흥미진진하게 그린 작품. 28년간 짝사랑한 수진이 다른 남자와 결혼식을 한다! 수진의 결혼을 막기 위해 봉필은 무슨 짓이든 해야하는데...,TRUE,2017-08-09,Scripted,https://image.tmdb.org/t/p/w500/sRNNFdtzRocW4MBzXIxh8LrQspO.jpg,코미디|Sci-Fi & Fantasy,KBS2,16,3.9,3.9923,김재중|유이|차선우|정혜성|주진모,1
맹감독의 악플러,성적 부진으로 퇴출 위기에 놓인 프로농구 감독 맹공이 팀 성적을 위해 자신의 악플러 화진과 손잡으며 벌어지는 투 맨 게임 코미디,TRUE,2025-05-23,Scripted,https://image.tmdb.org/t/p/w500/f5SWhUJM3yU4NiXrvBeDs319pKp.jpg,드라마|코미디,MBC,2,6.25,1.3109,박성웅|박수오|오현중|권주석|김택,1
멀리서 보면 푸른 봄,"'멀리서 보면' 청춘일지도 모를, 20대들의 고군분투 리얼 성장 드라마",TRUE,2021-06-14,Scripted,https://image.tmdb.org/t/p/w500/4EPbNeohqd5qPj3RHcALDLEc9Mz.jpg,드라마|코미디,KBS2,12,7.6,3.0299,박지훈|배인혁|강민아|권은빈|우다비,1
멈추고 싶은 순간: 어바웃타임,"수명 시계를 보는 능력을 지닌 여자 미카와 악연인지 인연인지 모를 운명에 엮인 남자 도하가 만나 사랑만이 구현할 수 있는 마법 같은 순간을 담아낸 운명구원 로맨스. 우연처럼 만나 운명처럼 사랑하게 된 도하와 미카. 이제 그 두 사람의 마음을 천천히 쫓아가 보고자 한다. 첫 만남의 설렘과 어긋난 오해에 싸르르 한 통증에 공감하고, 죽음을 받아들이고 살던 미카가 사랑하는 남자를 위해 살고 싶어지는 그 간절한 순간에 함께 하며, 오직 자신의 여자를 지키기 위해 목숨마저 내던지는 도하의 애틋한 사랑에 가슴 아파하면서, 운명을 뛰어넘는 그들의 눈부신 시간 속에, 오래도록 기억될 “특별한 사랑”이 그리운 당신에게…",TRUE,2018-05-21,Scripted,https://image.tmdb.org/t/p/w500/fMs08AxfPj835zxkLHtXI0OrqA.jpg,드라마,tvN,16,7.547,8.7855,이상윤|이성경|임세미|김동준|한승연,1
멋진 신세계,죽음을 맞을 운명에 처한 조선 시대 악녀가 대한민국 서울에서 눈을 뜬다. 이 낯선 도시에서 마주한 냉혹한 재벌 후계자가 어쩌면 그녀의 운명을 바꿀 마지막 희망일지도 모른다.,TRUE,2026-05-08,Miniseries,https://image.tmdb.org/t/p/w500/u2cX3CVzUZLIGVwd9HB7bUhE7OP.jpg,드라마|코미디|Sci-Fi & Fantasy,SBS,14,8.9,23.152,임지연|허남준|장승조|김민석|이세희,1
메리 킬즈 피플,응급의학과 전문의인 주인공 메리가 불법으로 말기 환자들의 안락사를 돕는 내용을 그린 의학 스릴러물. 동명 캐나다 드라마 한국 리메이크,TRUE,2025-08-01,Scripted,https://image.tmdb.org/t/p/w500/uMXOiT0y9jOYjNTkOkRvsxdUtrL.jpg,드라마|범죄,MBC,12,7,4.012,이보영|이민기|강기영|백현진|김태우,1
메모리스트,"기억을 읽는 국가공인 초능력 형사 동백. 거듭된 폭행 시비로 정직당하는 그때, 희대의 납치 연쇄살인이 발생한다. 사건을 처음 간파한 최연소 엘리트 총경 한선미는 천재적 프로파일링을 통해 범인을 추적하고, 동백 역시 납치 피해자를 구하기 위해 파면을 무릅쓴 채 은밀히 사건에 뛰어드는데...",TRUE,2020-03-11,Scripted,https://image.tmdb.org/t/p/w500/bDWpp6AAfNGLaDmrmhkyt7hUvFq.jpg,미스터리|드라마|Action & Adventure,tvN,16,7.5,4.2471,유승호|이세영|조성하|전효성|윤지온,1
멘탈코치 제갈길,사고로 영구 제명된 국대 출신 태권도 선수가 국가대표 멘탈코치로 돌아와 승자독식의 부조리한 세상에 맞서서 진정한 승부를 펼치는 본격 멘탈사수 스포츠 드라마,TRUE,2022-09-12,Scripted,https://image.tmdb.org/t/p/w500/guVzabVUGADKfRJKKqKABlup0ZT.jpg,드라마,tvN,16,6.063,2.5055,정우|이유미|권율|박세영|문유강,1
멜랑꼴리아,"특혜 비리의 온상인 한 사립고를 배경으로 수학 교사와 수학 천재의 통념과 편견을 뛰어넘는, 수학보다 아름다운 이야기를 그린 드라마",TRUE,2021-11-10,Scripted,https://image.tmdb.org/t/p/w500/qnd1QeSUdJAKWtVp0xqqYNk0iJ7.jpg,드라마,tvN,16,7.4,4.3133,임수정|이도현|진경|우다비|장현성,1
멜로가 체질,"서른, 견디기 힘든 현실 속에서도 서른 살 이기에 아직 꿈을 꾸는 그들. 일과 연애에 대한 고민을 친구들에게 털어놓고 위로 받으며 한 걸음씩 성장하는 서른 살 그녀들의 판타지. 비록 현재 처한 상황이 녹록치 않을지라도! 이룬 것이 단 하나도 없을지라도! 그래도 꿋꿋하게 나아가는 대한민국의 모든 서른 들에게 이 드라마를 바친다.",TRUE,2019-08-09,Scripted,https://image.tmdb.org/t/p/w500/ot5tZwdnQx9uOOz9rzmWVazs3xX.jpg,코미디|드라마,JTBC,16,7.9,5.2081,천우희|전여빈|한지은|안재홍|공명,1
멜로무비,"영화에만 빠져 살던 그가 까칠한 영화감독 지망생에게 빠져버린다. 설렘 가득했던 시작과 꿈처럼 스친 만남, 그리고 갑작스러운 이별의 순간. 시간이 흘러 우연히 만난 둘에게 새로운 사랑은 피어날까.",TRUE,2025-02-14,Miniseries,https://image.tmdb.org/t/p/w500/cQNyo6x90VMmklNEprjzOgk1ibu.jpg,코미디|드라마,Netflix,10,7.484,6.1739,최우식|박보영|이준영|전소니|김재욱,1
